film_id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
tm429186,Up Among the Stars,MOVIE,"Víctor is a film director who is overcome by his own misfortunes. He is an alcoholic, unemployed and terribly depressed, largely because of the death of his wife. However, Victor is still the best in one thing: telling fantastic stories to his nine-year-old son, Ingmar. These stories are each of the scripts he dreams of directing in the future, when he gathers all the necessary resources. Victor and Ingmar share a present full of sadness and precariousness, but also full of robots and locations of films they have seen together. Despite forming a great team, their problems will multiply when others begin to question their role as a father.",2018,unknown,86,"['drama', 'european']",['ES'],-1.0,tt6984530,6.2,498.0,4.367,5.6,Netflix
tm459024,Food on the Go,MOVIE,The diaspora of millions of Italian emigrants marked a strong nutritional influence of this nation on the American continent. The documentary collects the similarities and differences between the dishes adapted to the American taste and his native Italy.,2017,unknown,66,"['documentation', 'european']","['IT', 'AR']",-1.0,tt7321504,6.3,215.0,1.568,6.0,Netflix
tm411288,Nigerian Prince,MOVIE,"After being sent to Nigeria against his will, a stubborn Nigerian-American teenager joins forces with an internet scammer in order to return to the United States.",2018,R,104,"['thriller', 'drama', 'crime']","['NG', 'US']",-1.0,tt6851966,5.7,397.0,2.91,5.4,Netflix
ts85515,Bangkok Love Stories 2: Innocence,SHOW,An eclectic group of men and women looking for romantic adventures in the dazzling Silom district of Bangkok. Age or profession are not a problem.,2018,unknown,44,"['drama', 'romance']",['TH'],1.0,tt10438662,6.6,202.0,3.473,8.2,Netflix
ts82500,Treehouse Detectives,SHOW,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",2018,TV-Y7,24,['animation'],[],3.0,tt8591984,7.6,92.0,1.382,8.5,Netflix
tm481188,Isoken,MOVIE,"Everyone in the Osayande family worries about Isoken. She's beautiful, successful, and surrounded by great family and friends, but she's still single at 34--a serious cause for concern in a culture obsessed with marriage. At her youngest sister's wedding, their overbearing mother thrusts her into an orchestrated matchmaking with the ultimate Edo man: Osaze. He's handsome, successful, and from a good family, which makes him perfect Nigerian-husband material. But in an unexpected turn of events, Isoken meets Kevin and falls in love with him, and he just might be what she truly wants in a partner. The only problem: not only is he not an Edo man--he is Oyinbo (Caucasian). Isoken is a romantic dramedy that explores cultural expectation, racial stereotypes, and the bonds that unite families in touching, dramatic, and comedic ways.",2017,unknown,100,"['romance', 'comedy', 'drama']",['NG'],-1.0,tt6685776,6.4,322.0,2.263,4.7,Netflix
ts83820,The Judgement,SHOW,"After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",2018,unknown,48,"['drama', 'crime']",['TH'],1.0,tt8866904,7.1,97.0,1.429,7.7,Netflix
tm313472,The Lost Brother,MOVIE,"Cetarti is drowning in nothingness. With no job or purpose, he spends his days inside watching documentaries on television, until one day he is informed that his mother and brother were gunned down. He travels from Buenos Aires to Lapachito, a decrepit town in the province of Chaco in northern Argentina to deal with their bodies and to get the life insurance money. There he meets Duarte, a sort of boss in the town and a friend of his mother's murderer who also kidnaps people for money. Cetarti's path will lead him to committing illegal acts to get his hands on the insurance money and to his involvement in Duarte's dark dealings, leading to an absurd and unexpected outcome.",2017,R,112,"['thriller', 'crime', 'drama', 'european']",['AR'],-1.0,tt6522634,6.5,1710.0,4.703,6.9,Netflix
tm430057,Weapon of Choice,MOVIE,"""They never fail."" The Glock pistol has been fetishised in films and the arts, and is a regular topseller in the international arms market. For the first time, the filmmaking duo Fritz Ofner and Eva Hausberger tell the story of the rise of the Glock: An Austrian design that became the most sought-after service and murder weapon worldwide. Tracing the web of power, money, violence and politics, the film masterfully portrays the dark sides of globalisation and not least an Austrian tale of willful ignorance.",2018,unknown,90,"['documentation', 'european']","['AT', 'IQ', 'US']",-1.0,tt7683350,4.8,162.0,1.283,5.2,Netflix
tm316744,Lucas Brothers: On Drugs,MOVIE,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",2017,unknown,49,['comedy'],['US'],-1.0,tt6218048,5.7,837.0,2.445,5.2,Netflix
tm361312,A StoryBots Christmas,MOVIE,"When Bo mistakenly thinks that her friends don't like her gifts, she heads to the North Pole to ask Santa for help making better presents. She learns along the way that Christmas is about far more than just the toys.",2017,unknown,25,"['animation', 'comedy', 'family', 'fantasy']",['US'],-1.0,tt7018722,5.8,160.0,3.828,6.2,Netflix
ts84372,YG Future Strategy Office,SHOW,"Kpop star Seungri, BIGBANG youngest member, tries to lead a team of blumbing staff at YG's Future Strategy Office in this mockumentary sitcom.",2018,TV-MA,26,['comedy'],['KR'],1.0,tt8129694,6.7,209.0,2.519,7.1,Netflix
tm407349,The Birth Reborn 2,MOVIE,unknown,2018,PG,91,['documentation'],['BR'],-1.0,tt16114198,6.6,5.0,1.4,5.8,Netflix
tm327951,The Doll 2,MOVIE,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,2017,R,116,"['horror', 'thriller']",['ID'],-1.0,tt6409782,5.1,550.0,5.769,5.6,Netflix
tm447261,Free Rein: The Twelve Neighs of Christmas,MOVIE,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",2018,unknown,58,"['drama', 'comedy', 'family']",['US'],-1.0,tt9315418,6.6,5637.0,10.23,6.9,Netflix
tm321149,Fishtronaut: The Movie,MOVIE,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",2018,G,88,"['animation', 'action', 'family']",['BR'],-1.0,tt7804254,7.5,73.0,6.934,8.0,Netflix
tm684591,Freej Al Taibeen,MOVIE,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",2018,PG-13,100,"['comedy', 'sport']",['AE'],-1.0,tt10078900,5.8,9.0,0.644,2.0,Netflix
tm197806,For Here or to Go?,MOVIE,An aspiring Indian tech entrepreneur in the Silicon Valley finds himself unexpectedly battling the bizarre American immigration system to keep his dream alive or prepare to return home forever.,2017,unknown,105,"['comedy', 'drama']",['US'],-1.0,tt4157510,6.7,628.0,1.398,7.0,Netflix
tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,A film about the 43 students from Ayotzinapa who disappeared.,2018,unknown,80,['documentation'],['MX'],-1.0,tt8219520,7.4,206.0,1.302,6.6,Netflix
tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",2017,unknown,66,"['comedy', 'documentation']",['XX'],-1.0,tt7582798,4.5,164.0,1.615,5.1,Netflix
tm412515,Coffee for All,MOVIE,"Just as ""the fluttering of the wings of a butterfly can be felt on the other side of the world"" (according to the Chinese proverb) a coffee offered in Naples can be felt in Buenos Aires and replicated in New York. In the bars of threedifferent cities ofthe world, the camera will record the ""first flutter"" of a coffee cup offered to a customer.",2017,unknown,69,"['documentation', 'european']","['AR', 'IT']",-1.0,tt6721132,5.6,398.0,1.902,5.8,Netflix
tm415938,No One Will Ever Know,MOVIE,"""No One Will Ever Know"" - An anodyne environment and a perennial lack of affection, push Lucia and Braulio to turn in the fiction world; to materialize their dreams. Neither inclement reality can stop them.",2018,unknown,102,['drama'],['MX'],-1.0,tt8251336,6.2,135.0,1.751,5.7,Netflix
tm344562,Listen,MOVIE,"Despite living in a doomed country that hangs by a thread, Joud, a handsome sound engineer meets and falls in love with strong and free-spirited Rana. The young lovers, from completely different social and religious backgrounds, are drawn closer to each other, but a drastic turn of events gets between them and Rana suddenly slips away. As her parents forbid Joud from seeing her, the young man determined to see her again, finds new means of communicating with her by convincing Marwa, her sister, to download his voice messages and secretly play them to Rana",2017,unknown,109,"['drama', 'romance']",['LB'],-1.0,tt6350558,6.6,230.0,0.6,8.0,Netflix
tm317274,Can't Help Falling in Love,MOVIE,Gab de la Cuesta is a high-strung career woman who got recently engaged to her longtime boyfriend. Her well-planned life suddenly becomes complicated when she discovers that she is actually married to a total stranger.,2017,unknown,119,"['romance', 'comedy', 'drama']",['PH'],-1.0,tt6725484,6.9,902.0,2.812,7.6,Netflix
tm348845,Marc Maron: Too Real,MOVIE,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",2017,unknown,70,['comedy'],['US'],-1.0,tt7335938,7.2,1943.0,2.996,6.8,Netflix
tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,"Quebec, 1956. The impulsive and headstrong Nelly Maloye, a novice private eye, joins the methodical and pragmatic Simon Picard, a research scientist in a dubious quest to prove the existence of the elusive Yeti. The brave-hearted heroes come face-to-face with countless dangers during their trek through the heart of the Himalayas.",2017,unknown,84,"['animation', 'comedy']",['CA'],-1.0,tt5433884,5.1,456.0,6.488,5.6,Netflix
tm434676,Joe Rogan: Strange Times,MOVIE,"Outspoken as ever, comedian Joe Rogan takes on politics, pro wrestling, pot laws, cats, vegans and much more in a stand-up special shot in Boston.",2018,unknown,63,['comedy'],['US'],-1.0,tt9017614,7.3,4357.0,2.777,7.1,Netflix
tm346867,Lynne Koplitz: Hormonal Beast,MOVIE,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",2017,unknown,51,['comedy'],['US'],-1.0,tt6892388,6.3,431.0,2.105,5.6,Netflix
ts84341,What She Put on the Table,SHOW,"Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.",2017,TV-14,85,['drama'],['TW'],1.0,tt7073222,7.3,30.0,2.319,1.0,Netflix
tm319127,Vir Das: Abroad Understanding,MOVIE,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",2017,unknown,65,['comedy'],"['IN', 'US']",-1.0,tt6822400,6.9,1710.0,2.464,6.9,Netflix
ts83663,A Taiwanese Tale of Two Cities,SHOW,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",2018,unknown,69,['drama'],['TW'],2.0,tt8893498,6.1,159.0,1.4,8.0,Netflix
tm416458,The Insomnia Club,MOVIE,Three people with insomnia get together at a supermarket where they share their experiences.,2018,PG-13,84,"['comedy', 'drama']",['MX'],-1.0,tt6719840,6.2,501.0,2.128,6.3,Netflix
tm409376,Pickpockets,MOVIE,An aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá,2018,R,100,"['crime', 'drama', 'thriller']",['CO'],-1.0,tt7527694,5.4,1192.0,9.362,5.1,Netflix
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,2018,TV-MA,33,"['comedy', 'drama']",['MX'],1.0,tt8498114,6.5,824.0,5.086,7.8,Netflix
tm430660,Munafik 2,MOVIE,"Ustaz Adam has to help a friend whose village is corrupted by a group of misguided religionists lead by a sinister sorcerer. To make matter worse, Adam himself is also being mysteriously haunted by evil apparitions that keeps disturbing him from time to time.",2018,R,104,['horror'],['MY'],-1.0,tt7059506,5.5,1685.0,3.906,5.7,Netflix
tm421161,W. Kamau Bell: Private School Negro,MOVIE,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",2018,unknown,65,['comedy'],['US'],-1.0,tt8467788,6.4,789.0,1.353,6.3,Netflix
tm347060,Poster Boys,MOVIE,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,2017,PG-13,128,['comedy'],['IN'],-1.0,tt6352548,5.4,1553.0,3.588,5.4,Netflix
tm478147,The Lost Café,MOVIE,"An uplifting story about a girl's decision to rise above her dark family secrets, heartbreak and culture shock to live out her dreams abroad.",2018,unknown,76,"['drama', 'comedy']","['NG', 'NO']",-1.0,tt7371662,7.0,28.0,1.4,5.0,Netflix
ts82564,Jimmy: The True Story of a True Idiot,SHOW,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",2018,TV-MA,46,"['drama', 'comedy']",['JP'],1.0,tt6866914,6.8,78.0,1.342,5.0,Netflix
tm430059,The Hows of Us,MOVIE,A young couple dream of growing old together as they deal with the struggles of being in a long-term relationship.,2018,unknown,117,"['drama', 'romance', 'comedy']",['PH'],-1.0,tt8769032,6.7,2708.0,3.409,6.7,Netflix
tm434179,Two Catalonias,MOVIE,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,2018,unknown,116,"['documentation', 'history', 'european']",['ES'],-1.0,tt8893608,6.4,677.0,5.288,6.6,Netflix
tm445258,Marriage Palace,MOVIE,"Marriage Palace is a comedy movie which takes us back to the 1990s in Punjab when a village boy, along with a friend, moves to the big city in pursuit of his one true love.",2018,unknown,102,['comedy'],['XX'],-1.0,tt8852242,6.2,184.0,0.84,7.0,Netflix
ts81632,A House of Blocks,SHOW,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,TV-MA,85,"['drama', 'horror']",['TW'],1.0,tt7053684,2.3,137.0,1.772,8.3,Netflix
tm346334,Out of Thin Air,MOVIE,"Set within the stark Icelandic landscape, OUT OF THIN AIR examines the 1976 police investigation into the disappearance of two men in the early 1970s.",2017,unknown,85,"['crime', 'documentation']","['IS', 'GB']",-1.0,tt6330514,6.3,2304.0,3.187,6.1,Netflix
ts113031,Droppin' Cash: Los Angeles,SHOW,Ball out with your favorite artists and athletes in LA as they drop crazy cash on the stuff we all dream about.,2018,TV-MA,23,['reality'],[],2.0,tt7983796,3.4,117.0,1.274,5.5,Netflix
tm294696,Bygones Be Bygones,MOVIE,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,2017,PG-13,103,['comedy'],['TR'],-1.0,tt6318200,6.2,4054.0,1.827,5.4,Netflix
tm332500,Finally Found Someone,MOVIE,"Aprilyn who is left by his groom on the day of their wedding becomes viral online. Devastated, she meets Raffy who works at a PR agency hired by the father of the groom who will help her move on.",2017,unknown,118,"['comedy', 'romance']",['PH'],-1.0,tt7151438,5.7,233.0,4.359,6.2,Netflix
tm325610,Chris D'Elia: Man on Fire,MOVIE,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",2017,unknown,65,"['comedy', 'documentation']",['US'],-1.0,tt7068896,6.5,1729.0,3.004,6.2,Netflix
ts83025,Baby Ballroom,SHOW,"Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.",2017,unknown,45,['documentation'],[],2.0,tt8159960,7.7,206.0,1.28,8.0,Netflix
tm351505,The Reservoir Game,MOVIE,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2017,unknown,100,['documentation'],['KR'],-1.0,tt7867724,6.0,35.0,1.569,8.8,Netflix
tm423315,Pacíficum,MOVIE,"Documentary that studies the history, development, fauna and flora of the Peruvian coast.",2017,unknown,74,['documentation'],['PE'],-1.0,tt8026108,6.5,128.0,1.119,5.5,Netflix
tm423593,Aruna & Her Palate,MOVIE,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",2018,unknown,106,"['drama', 'romance']",['ID'],-1.0,tt8894180,7.2,770.0,2.302,6.6,Netflix
tm434126,Rafinha Bastos: Ultimatum,MOVIE,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",2018,unknown,62,['comedy'],['BR'],-1.0,tt9038520,6.5,219.0,2.044,6.8,Netflix
ts87591,Justice: Qalb Al Adala,SHOW,"The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.",2017,TV-14,42,"['drama', 'crime']",['US'],1.0,tt3328398,5.4,160.0,0.6,7.2,Netflix
tm332572,Meghnadbodh Rohoshyo,MOVIE,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",2017,R,122,['thriller'],['IN'],-1.0,tt6791638,6.3,510.0,1.923,5.4,Netflix
tm411508,Mahi NRI,MOVIE,"Set primarily in the UK's second largest city Birmingham, Mera Mahi NRI (My Beloved Non-Resident Indian) is a realistic multi- cultural comedy drama that follows the life of a student 'freshie' (a term used to describe somebody who is from the sub-continent who has recently arrived in the UK and who has very little experience of the British way of life).",2017,unknown,132,"['drama', 'comedy']",['IN'],-1.0,tt5910902,6.0,84.0,1.21,2.0,Netflix
tm439678,Solo el amor,MOVIE,"A love story between a young lawyer called Emma and a Noah, a rock star.",2018,unknown,93,"['drama', 'romance', 'music', 'comedy']",['AR'],-1.0,tt8438438,4.8,71.0,5.549,5.3,Netflix
tm311193,Seeking a Man,MOVIE,"Shams  is an Egyptian bank employee who dreams of becoming a mother and having her own baby, but the problem is that she refuses the idea of marriage. Shams finds a solution to her dilemma when she meets a veterinarian called Bahgat.",2017,unknown,100,"['romance', 'comedy', 'drama']",['EG'],-1.0,tt6539420,6.3,631.0,1.676,6.4,Netflix
tm430426,El Diesel,MOVIE,"Stuntman Badr the Diesel lives in a poor neighborhood. He meets Donia El- Sayad, a famous movie star, whose assistant, Afaf, is Badr’s Fiancée. When Afaf gets killed, he decides to seek revenge and find those who are responsible for her death",2018,R,105,"['crime', 'thriller', 'action']",['EG'],-1.0,tt7906422,4.5,455.0,2.001,6.1,Netflix
tm418894,Franco Escamilla: Por La Anécdota,MOVIE,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences -- and he's willing to do anything for new material. He's not afraid to make generalizations about how men bathe. But he is scared to talk to strangers. Especially at funerals.,2018,unknown,66,['comedy'],['MX'],-1.0,tt8467922,6.9,320.0,14.563,9.0,Netflix
ts58061,Memories of Love,SHOW,"A young couple finds their love rekindled after being separated for ten years. Lu Fei, a seemingly perfect Prince Charming unexpectedly encounters the stubborn and rebellious young lady Xin Chen. Despite their clashing personalities, they find themselves drawn to one another and eventually fall in love. However, they later separate, and it is not until ten years later, when Lu Fei lets go of his newly burgeoning company overseas and returns to search for Xin Chen, that they rediscover the meaning of their love.",2018,TV-PG,44,"['drama', 'romance']",['CN'],1.0,tt8246636,5.7,17.0,5.027,2.7,Netflix
ts75320,A Boy Named Flora A,SHOW,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,2017,TV-MA,89,"['drama', 'comedy']",['TW'],2.0,tt6284014,7.9,323.0,1.699,7.0,Netflix
tm446104,Fantastica,MOVIE,"Belat, her mother Fec and adopted siblings Daks, Pepe and Junjun face the possibility of being evicted from their land as they struggle to save their carnival. Hoping to prevent the carnival from closing, they turn to Prince, a man from Belat`s past, for help. He promises to give them a hand if they first help him look for the lost princesses Rapunselya, Maulan and Ariella so they can save the magical land, Fantastica.",2018,G,114,"['comedy', 'fantasy']",['PH'],-1.0,tt9270416,3.6,212.0,1.882,6.1,Netflix
tm352951,Smaller and Smaller Circles,MOVIE,A serial killer in Payatas leaves the bodies of young boys in the dump as two Jesuit priests try to solve the murders.,2017,R,111,"['crime', 'thriller']",['PH'],-1.0,tt7512304,6.7,239.0,1.444,6.2,Netflix
tm354136,"El Especial de Alex Fernández, el Especial",MOVIE,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",2017,unknown,52,['comedy'],['MX'],-1.0,tt7520228,6.7,74.0,0.954,6.7,Netflix
tm447514,Vir Das: Losing It,MOVIE,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special.",2018,PG-13,67,['comedy'],['US'],-1.0,tt9315848,7.0,1254.0,2.349,7.6,Netflix
tm374395,Vanjagar Ulagam,MOVIE,"A woman is murdered and her neighbour is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guy’s former accomplice.",2018,PG-13,161,"['thriller', 'action', 'crime', 'drama']",['IN'],-1.0,tt7933564,6.1,258.0,1.4,4.8,Netflix
tm376844,Penalty Kick,MOVIE,"How far does a soccer fan goes for his beloved national team? Mariano Cárdenas will risk his job, wife and family to support his soccer team during the World Cup qualifiers.",2018,PG-13,89,['comedy'],"['MX', 'CO']",-1.0,tt8007436,3.7,283.0,5.405,5.3,Netflix
tm426238,Pulang,MOVIE,"In the 1940s, Malays were world-renowned for their seafaring skills. Being of Bugis descent, they navigated the sea with natural ease and were often the favored seamen for international shipping lines. Othman, a fisherman from a small village in Malacca, leaves his family behind to sail the world, with hopes to return home one day with worldly riches and deserved pride. After decades at sea, however, his low wages as a deckhand leaves him disillusioned. He contemplates returning home to his family but ended up settling down in Liverpool, England. 60 years later, his grandson, Ahmad, journeys halfway across the world in search of his grandfather.",2018,unknown,120,"['romance', 'drama', 'action']",['MY'],-1.0,tt8595708,6.7,594.0,2.151,5.9,Netflix
tm346390,Brad Paisley's Comedy Rodeo,MOVIE,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",2017,unknown,63,['comedy'],['US'],-1.0,tt6794448,5.7,155.0,1.4,6.5,Netflix
ts104093,Dance & Sing With True,SHOW,"True and her friends are making music -- and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.",2018,unknown,2,"['family', 'animation']",['CA'],1.0,tt9315892,6.4,6.0,0.84,10.0,Netflix
ts82887,The Could've-Gone-All-the-Way Committee,SHOW,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,104.0,1.875,6.5,Netflix
tm369315,Garbage,MOVIE,"Taxi driver Phanishwar is living with a mysterious girl, Nanaam, who he keeps in chains. When a medical student, Rami, a victim of revenge porn leaked online by an ex-boyfriend, seeks refuge in Goa, she stumbles into the strange but placid lives of Phanishwar and Nanaam.",2018,R,105,"['thriller', 'drama']",['IN'],-1.0,tt7981260,3.7,1016.0,1.112,4.2,Netflix
tm320756,Tracy Morgan: Staying Alive,MOVIE,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",2017,unknown,60,['comedy'],['XX'],-1.0,tt6680270,6.3,1206.0,2.077,6.4,Netflix
ts83407,Follow This,SHOW,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,2018,TV-MA,18,['documentation'],['US'],3.0,tt8560884,4.9,711.0,0.902,6.0,Netflix
tm345225,Gurgaon,MOVIE,"A real estate baron Kehri Singh manages 'Preet Real Estate' which he runs in his daughter's name whom he consider's to be his lucky mascot. A sidelined and insulted Nikki Singh is ignored by his father and is considered to be insolent, useless and unlucky. In order to pay off a huge debt to a local criminal, Nikki sets off a chilling event that forces his father to revisit his dark past and confront a brutal truth.",2017,R,107,"['crime', 'thriller']",['IN'],-1.0,tt4699202,6.5,2216.0,2.95,5.0,Netflix
tm408257,Todo lo que sería Lucas Lauriente,MOVIE,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",2018,unknown,74,['comedy'],"['AR', 'US']",-1.0,tt7607452,6.7,110.0,0.739,7.5,Netflix
tm371188,#FriendButMarried,MOVIE,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",2018,unknown,102,"['romance', 'comedy', 'drama']",['ID'],-1.0,tt8076266,6.8,714.0,1.257,6.7,Netflix
tm429174,Gun City,MOVIE,"Barcelona, ​​Spain, 1921. A tough cop from Madrid arrives in the city to locate, under the suspicious scrutiny of corrupt local police officers, a significant amount of military weaponry stolen from a train, allegedly by revolutionary anarchists.",2018,R,127,"['thriller', 'action', 'crime', 'history', 'european']","['ES', 'FR']",-1.0,tt7104984,6.3,3895.0,6.61,6.4,Netflix
tm362047,Todd Barry: Spicy Honey,MOVIE,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more.",2017,unknown,60,['comedy'],['US'],-1.0,tt6856186,6.8,855.0,2.682,7.3,Netflix
tm351171,My Travel Buddy,MOVIE,"Days before Eid, a salesman fired from his job drives to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",2017,PG-13,115,['comedy'],['TR'],-1.0,tt7535792,6.1,6747.0,6.46,5.7,Netflix
tm434776,Mo Amer: The Vagabond,MOVIE,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",2018,unknown,56,"['comedy', 'documentation']",['US'],-1.0,tt9060526,7.3,838.0,2.374,5.7,Netflix
tm444576,Puppy Star Christmas,MOVIE,"The Pup Star family just got bigger! And the new pups: Cindy, Rosie, Charlie, and Brody will have to learn the true meaning of Christmas. When Pup Star’s mean team, scheme to ruin Christmas, the pups end up in the North Pole to save Santa and the holiday spirit. Their adventure is filled with great pup-tastic songs to spread holiday cheer all year round.",2018,PG,90,"['family', 'comedy']",['US'],-1.0,tt8861786,3.6,249.0,4.446,5.7,Netflix
tm814861,Noblemen,MOVIE,"A 15 year old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",2018,unknown,108,['drama'],['IN'],-1.0,tt6514218,5.6,300.0,1.706,6.0,Netflix
tm363181,Ladies First,MOVIE,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",2017,G,39,"['documentation', 'comedy', 'romance']",['IN'],-1.0,tt4389410,3.9,25.0,5.889,7.5,Netflix
tm466084,Voulez-vous rire avec moi ce soir?,MOVIE,French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.,2018,unknown,93,"['documentation', 'european']",['FR'],-1.0,tt8413624,6.8,43.0,0.973,9.3,Netflix
tm413082,Recovery Boys,MOVIE,"In the heart of America's opioid epidemic, four men try to reinvent their lives and mend their broken relationships after years of drug abuse.",2018,unknown,90,['documentation'],['US'],-1.0,tt8167872,6.7,720.0,5.645,6.6,Netflix
tm449860,King of Boys,MOVIE,"The story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. As her political ambitions see her outgrowing the underworld connections responsible for her considerable wealth, she's drawn into a power struggle that threatens everything she holds dear.",2018,unknown,169,"['drama', 'crime']",['NG'],-1.0,tt8329618,5.8,423.0,4.754,6.6,Netflix
tm431169,Late Life: The Chien-Ming Wang Story,MOVIE,"The first and only Taiwanese player for the New York Yankees, Chien-Ming Wang held many titles: American League Wins Leader, World Series Champion, Olympian, Time 100 Most Influential, and The Pride of Taiwan. He had it all - until a 2008 injury forever altered the course of his career. Late Life: The Chien-Ming Wang Story - named after the late sinking action on his signature pitch - follows the rise and fall of the international icon as he fights his way back into the Major Leagues through endless rehab programs and lengthy stints away from home, carrying the weight of the world on his battered shoulder. A poignant and intimate account of Wang’s steadfast quest, Late Life tells the story of a man who is unwilling to give up and unable to let go.",2018,unknown,97,"['documentation', 'sport']","['TW', 'US']",-1.0,tt8234502,7.1,474.0,2.624,6.3,Netflix
tm476959,What Did I Mess,MOVIE,"The romp revolves around a dinner party hosted by the young and vicacious Nayla to introduce Fares, the love of her life, to Silvio, her new fiancé.",2018,PG-13,100,"['comedy', 'romance']",['LB'],-1.0,tt9163340,7.1,701.0,0.749,6.0,Netflix
