person_id,name
1735084,Shawna Sullivan
1735155,Bob Rogerson
3304,Tom Kemp
1734991,Janice Janes
509599,Bill McCann
862799,Dottie Healy
1065460,Michelle Faith
1735382,Grace Costa
2135684,Bill McDonald
1735329,Harry Cooper
450892,M. Lynda Robinson
719363,Jerry Quinn
14088,Rodney Dangerfield
19492,Keith Gordon
7749,Burt Young
1842,Robert Downey Jr.
48496,Sally Kellerman
29425,Paxton Whitehead
51547,Terry Farrell
31745,Adrienne Barbeau
51548,Kimberlin Brown
110785,Sam Kinison
6783,Edie McClurg
164519,Kurt Vonnegut Jr.
784568,Oingo Boingo
158003,Derek Savage
1340488,Stacey Toten
227770,Becky LeBeau
445976,J. Cynthia Brooks
1769693,Leslie Scarborough
207613,Scott Wilder
44896,Alan Metter
5932,Barbara Hershey
28819,Sheb Wooley
101033,Fern Persons
10446,Chelcie Ross
593679,Robert Swan
101036,Wil Dewitt
101037,John Robert Thompson
9297,Michael Sassone
101039,Mike Dalzell
101040,Skip Welker
101041,Eric Gilliom
487862,Maris Valainis
71674,David Anspaugh
102292,Taimak
102293,Julius Carry
36009,Vanity
51474,Christopher Murney
71850,Faith Prince
102295,Leo O'Brien
102294,Jim Moody
102296,Glen Eaton
8065,Ernie Reyes Jr.
2568,William H. Macy
57459,Keshia Knight Pulliam
4253,Chazz Palminteri
507469,Lou David
1304686,Tony D. Head
102299,Michael Schultz
16304,Judge Reinhold
11177,Fred Savage
57287,Corinne Bohrer
52281,Jane Kaczmarek
2976,David Proval
18611,William Prince
32749,Gloria Gifford
6650,Richard Kind
8762,Kevin O'Rourke
24174,Ajay Naidu
49653,Ralph Foody
48399,Brian Gilbert
35988,Minami Takayama
101138,Rei Sakuma
58215,Kappei Yamaguchi
97333,Keiko Toda
466728,Mieko Nobusawa
483822,Kôichi Miura
181943,Haruko Katô
437878,Hiroko Seki
104707,Yuriko Fuchizaki
22311,Koichi Yamadera
86149,Kikuko Inoue
402202,Yuuko Kobayashi
86148,Mika Doi
30683,Takaya Hashi
483825,Toshiko Asai
483823,Hiroko Maruyama
30679,Shinpachi Tsuji
477343,Masa Saitō
483824,Yûko Tsuga
50947,Tomomichi Nishimura
348,Akio Otsuka
439629,Yoshiko Kamei
477252,Keiko Kagimoto
482851,Takashi Taguchi
107479,Michihiro Ikemizu
5455,Billy Crystal
21293,Kim Greist
50228,Anne Ramsey
16986,Kate Mulgrew
50229,Branford Marsalis
38142,Bruce Kirby
50230,Joey DePinto
21112,Annie Ross
6243,Raye Birk
50232,Olivia Brown
36786,Philip Perlman
50233,Stu Silver
175123,J. Alan Thomas
47379,Randall Miller
11000,Andre Rosey Brown
44654,Tony Ciccone
71274,Larry McCormick
4218,Jeff Daniels
33807,Lisa Hart Carroll
33808,Betty King
33809,Huckleberry Fox
33810,Troy Bishop
33811,Shane Serwin
33812,Megan Morris
1112408,Kate Charleson
1902469,Tara Yeakey
502589,Norman Bennett
1902550,Jennifer Josey
961243,Tom Wees
785385,Paul Menzel
43331,F. William Parker
1902456,Amanda Watkins
1902712,Buddy Gilbert
24225,David Wohl
1902414,Shelley K. Nielsen
1902457,Bette Croissant
1566098,Charles Beall
1902510,Lelise Folse
10905,Sharisse Baker-Bernard
82550,Judy Dickerson
1276209,Devon O'Brien
1902503,Dana Vance
1531092,Alexandra O'Karma
93264,Holly Holmberg Brooks
1902400,Lear Levin
1902634,Lanier Whilden
1902567,Helen Stauffer
1902794,Barbara Balik
491533,Michelle Watkins
1902628,John C. Conger
1902680,Sandra Newkirk
1902738,Elaine McGown
12424,James L. Brooks
475608,Gordon Warnecke
6167,Daniel Day-Lewis
14175,Roshan Seth
101874,Derrick Branche
495416,Rita Wolf
467463,Souad Faress
81460,Charu Bala Chokshi
654824,Persis Maravala
654819,Nisha Kapur
215114,Walter Donohue
66795,Neil Cunningham
90054,Gurdial Sira
43164,Stephen Marcus
97132,Ram John Holder
492285,Dawn Archibald
332932,Jonathan Moore
590690,Gerard Horan
59253,Bhasker Patel
110993,Badi Uzzaman
324830,Ayub Khan-Din
598804,Dulice Liecier
321942,Chris Pitt
654817,Kerryann White
548352,Colin Campbell
654814,Sheila Chitnis
654842,Winston Graham
654839,Dudley Thomas
26809,Stephen Frears
240523,Eszter Balint
498457,Cecillia Stark
497507,Danny Rosen
498458,Rammellzee
40435,Tom DiCillo
34009,Richard Boes
422187,Rockets Redglare
498459,Harvey Perr
1239633,Brian J. Burchill
102037,Sara Driver
1024743,Paul Sloane
27148,Jim Jarmusch
81631,Marc de Jonge
9538,Kurtwood Smith
81623,Sasson Gabai
81624,Doudi Shoua
81625,Randy Raney
15855,Marcus Gilbert
76818,Alon Abutbul
81627,Mahmoud Assadollahi
81626,Yosef Shiloach
81628,Harold Diamond
81629,Mati Seri
81630,Shaby Ben-Aroya
997911,Sadiq Tawfik
997910,Julian Patrice
997909,Tal Kastoriano
485842,Benny Bruchim
456280,Tikva Aziz
802315,Milo Rafi
1366013,Clark Acton
802277,R.T. Freeman
99535,Iyad Hajjaj
390264,Paul Dion Monte
28672,Peter MacDonald
59568,Jasmine Guy
22418,Kadeem Hardison
113668,Darryl M. Bell
25157,Cree Summer
85691,Charnele Brown
92809,Lou Myers
19437,Glynn Turman
1840961,Ajai Sanders
118811,Karen Malina White
916,Jada Pinkett Smith
1506698,Daniel Vychopeň
6649,Timothy Dalton
39083,Maryam d'Abo
10743,Jeroen Krabbé
14353,Joe Don Baker
2853,John Rhys-Davies
57144,Art Malik
4353,Andreas Wisniewski
22233,Thomas Wheatley
80872,Caroline Bliss
62513,John Terry
10020,Virginia Hey
98920,John Bowe
5026,Julie T. Wallace
229835,Belle Avery
122418,Catherine Rabett
99009,Alan Talbot
534245,Carl Rigg
478326,Tony Cyrus
598809,Sumar Khan
598806,Ken Sharrock
174655,Antony Carrick
598807,Frederick Warder
110969,Glyn Baker
487578,Scott Hoxby
175373,Richard Cubison
598814,Heinz Winter
296625,Leslie French
519742,Mayte Sánchez
3643,Barbara Broccoli
25173,Robert Miranda
711026,Paul Weston
97595,Hanno Pöschl
238139,Graham Cole
99160,Geneviève Lemon
486300,Karen Colston
486301,Tom Lycos
203284,Jon Darling
486302,Dorothy Barry
2240202,Michael Lake
2361252,Andre Pataczek
2361351,Jean Hadgraft
28983,Paul Livingston
2361441,Louise Fox
2361340,Ann Merchant
245679,Robyn Frank
2361362,Bronwyn Morgan
380729,Sean Fennell
503179,Sean Callinan
1858276,Emma Jane Fowler
2333319,Norm Galton
2361176,Warren Hensley
2361181,Regina Heilmann
410542,Charles Abbott
2361218,Diana Armer
2361207,Barbara Middleton
2361402,Irene Curtis
2361196,Ken Porter
2361425,John F. Hughes
2361225,Alan Close
2361243,Marc Colombani
2361242,Geoff Shera
2361472,Andrew Traucki
2361464,Norman Phillips
2344563,Shirley Sheppard
2361281,Ben Cochrane
2361442,Kristoffer Pershouse
2361173,Larry Brand
2361265,Cedric McLaughlan
1842036,Doug Ramsay
2361400,Bruce Currie
31231,Jane Campion
31227,Kerry Fox
480579,Alexia Keogh
480580,Karen Fergusson
480584,Iris Churn
480581,Jessie Mune
112460,Kevin J. Wilson
480582,Edith Campion
97077,Brenda Kendall
493684,Faye Flegg
396978,Timothy Bartlett
104356,Fiona Kay
978323,Brian Flegg
978324,Margaret Gordon
978325,Caroline Somerville
978181,Lilian Enting
978184,Fiona Brown
978182,Maureen Duffy
978185,Karla Smith
441277,Willa O'Neill
978187,Fritha Stalker
978188,Melanie Reid
978186,Natasha Gray
978189,Kelly Stewart
276970,Andrew Robertt
978190,Glynis Angell
978191,Susan McGregor
978194,Erin Mills
796778,Virginia Brocklehurst
396987,Natalie Ellis
978197,Eddie Hegan
431802,Sarah Smuts-Kennedy
978192,Erin Dorricott
978183,Francene Clark
978196,Doreen Donnell
493132,Alistair Douglas
978198,Rod Collison
978195,Harry Lavington
978199,Cushla Ashton
49377,David Stott
115021,Elizabeth McRae
1400707,Celia Nicholson
466074,Peter Needham
437803,Martyn Sanderson
744606,Mark Clare
472676,Joan Foster
494293,David Letch
427858,Collette Cooper
688138,Julia Calvo
117670,Carlos Martínez
743915,Paula Sánchez
596143,Alison Bruce
802217,William Brandt
390070,Gerald Bryan
476759,Peter Dennett
978201,David McKenzie
978202,Eleanor Wragge
978203,Caroline Flint
978206,Rachel Hernandez
978207,Patrick Griffiths
1418313,Tiffany de Castro
1429603,Ruth Dudding
3265,Paul Norell
38772,Leslie Cheung
21918,Andy Lau
37637,Maggie Cheung
36791,Carina Lau
38773,Rebecca Pan
38774,Jacky Cheung
21919,Tony Leung Chiu-wai
325268,Maritoni Fernandez
132763,Alicia Alonzo
459940,Tita Muñoz
218204,Hung Ling-Ling
2420911,Angela Ponos
2420921,Danilo Antunes
2421001,Elena Lim So
2421013,Mei-Mei Hung
446855,Nonong Talbo
33984,Wong Kar-wai
1534,Jackie Chan
37636,Brigitte Lin
29339,Bill Tung
37638,Chor Yuen
37639,Charlie Cho
37640,Lam Kwok-Hung
37642,Kam Hing-Yin
29028,Mars
37644,Kent Tong
468739,Paul Wong Kwan
37641,David Lau
43613,Tai Bo
37643,Wan Faat
26024,Fung Hak-On
1884644,Pang Hiu-Sang
29027,Benny Lai Keung-Kuen
27086,Prince
27087,Apollonia Kotero
27088,Morris Day
27090,Jerome Benton
27089,Olga Karlatos
7362,Clarence Williams III
27091,Billy Sparks
62809,Wendy Melvoin
62808,Lisa Coleman
496315,Bobby Z
496316,Dr. Fink
496317,Brown Mark
677343,Jill Jones
648868,Susan Moonsie
648863,Brenda Bennett
2570746,Sandra Claire Gershman
290642,Alan Leeds
2570928,Garry Johnson
387413,Jesse Johnson
246360,Marc Cardenas
2570833,Gerald E. Hubbard Jr.
2570770,Paul Peterson
2570823,Israel Gordon
158174,Joel Thingvall
16452,Albert Magnoli
33912,Everett McGill
33913,Tovah Feldshuh
12330,Megan Follows
16186,Corey Haim
9543,Terry O'Quinn
26584,Leon Russom
3829,Bill Smitrovich
493062,Joe Wright
33918,Heather Simmons
33919,James A. Baffico
33920,Rebecca Fleming
33914,Lawrence Tierney
33921,William Newman
33922,Sam Stoneburner
1003941,Laurens Moore
33926,Rick Pasotto
33925,Cassidy Eckert
1320527,Wendy Walker
33927,Michael Lague
33928,Myra Mailloux
1320528,William Brown
33930,Herb Harton
33931,David Hart
17822,Paul Butler
32894,Crystal Field
33933,Julius LeFlore
33934,Roxanne Aalam
33935,Pearl Jones
33936,Ish Jones Jr.
33937,Steven White
33938,Conrad McLaren
33939,Laura Warner
33940,Daniel Attias
17544,Roberto Benigni
9202,Ellen Barkin
458665,Billie Neal
507544,Vernel Bagneris
48164,Nicoletta Braschi
6123,Sean Penn
47381,Randy Brooks
4352,Grand L. Bush
1854,Don Cheadle
118354,Gerardo Mejía
7558,Glenn Plummer
220331,Rudy Ramos
47382,Sy Richardson
59525,Trinidad Silva
84484,Charles Walker
21614,Damon Wayans
95982,Sherman Augustus
26322,Bruce Beatty
483775,Paula Bellamy
1092795,Brandon Bluhm
187127,Mark Booker
275322,Ron Boyd
11067,Verda Bridges
6115,R. D. Call
2280369,Steven Camarillo
16466,Gary Carlos Cervantes
82093,Eugene Collier
217491,Lawrence Cook
95834,Nick Corello
102115,Troy Curvey Jr.
830840,Gregg Dandridge
1135106,Brian Davis
2280149,Romeo De Lan
2280375,Marianne Díaz-Parton
704468,Nay K. Dorsey
915912,Fabian Escobedo
63438,Dennis Fanning
212610,Virgil Frye
47383,Courtney Gains
109711,Tomás Goros
1775525,C.E. Grimes
2280279,Trysh Jefferson
288400,Vaughn Tyree Jelks
1861520,Annie-Joe Edwards
1891,Clark Johnson
2089873,Kenia
19278,Leon
46781,Tina Lifford
201,Mario López
83293,Lawrence Lowe
1293112,Roberto Martín Márquez
716134,Shawn McLemore
744250,Margaret Medina
36391,Micole Mercurio
22422,Nigel Miguel
470868,Karla Montana
2280170,Allan Moore
79282,Howard Mungo
2280284,Roy A. Nunez
471324,Ray Oriel
2280320,Roger Vernon Pamplin Jr.
117171,Jo Marie Payton
1376316,Kim Pawlik
483812,Anthony Pena
2280227,Daniela Piquet
74049,David Raynr
1127282,T. Rodgers
65136,Richard Rust
490539,Sharon Schaffer
456949,Geoffrey Thorne
1154800,Ara Thorpe
260717,Peter Vasquez
2280357,Dion Williams
501362,John Zenda
2280234,David Felker
83590,Juney Smith
89896,Keiko Yokozawa
22308,Mayumi Tanaka
197369,Minori Terada
131081,Kotoe Hatsui
26770,Ichiro Nagai
149126,Hiroshi Ito
136752,Machiko Washio
491760,Takumi Kamiyama
39710,Yoshito Yasuhara
491761,Sukekiyo Kameyama
26768,Eken Mine
136751,TARAKO
136929,Masashi Sugawara
174528,Reiko Suzuki
88323,Hochu Otsuka
420433,Ryūji Saikachi
271867,Takuzou Kamiyama
473056,Takahiro Hirai
28166,Megumi Hayashibara
61030,Toshihiko Seki
17346,Ernie Dingo
17347,Charles S. Dutton
197999,Hechter Ubarry
30936,Juan Fernández
11409,Luis Guzmán
4679,Stephen Root
6358,Dennis Boutsikaris
66492,Gus Mercurio
476832,Jim Holt
488465,Alec Wilson
1317229,Bill Sandy
1316658,Mark Saunders
302606,Betty Bobbitt
1316936,Jim Cooper
1316660,Sam Cooper
8380,Kenneth Welsh
7560,Carlos Carrasco
63314,Marilyn Sokol
18716,Gregory Jbara
1316662,Doug Skinner
4747,Anthony Crivello
33032,Susie Essman
606385,Ronald Yamamoto
750426,Doug Yasuda
1316937,Tom Batten
1316940,Rhett Creighton
1316941,Edwin Maldonado
1316949,Angela Castle
1316950,John Ramsey
466194,Anthony Ruiz
54171,Jace Alexander
1316812,Bryan Krivak
2039607,Jim Soriero
487894,Mark Folger
45478,Alberto Vazquez
1316976,Luis Arriaga
1316978,Jose Andrews
529931,Roger Serbagi
2039787,Hannah Cox
17349,Colin Quinn
1222346,Vincent Jerman-Jerosa
1270211,Steven Arvanites
1316967,Rita Lane
1316969,Stacey Rockafellow
1316971,Maria Antoinette Rogers
1316988,Ahvi Spindell
1316973,Hisayo Asai
1316979,Dianne Derfner
1316981,Homay Shams
17350,John Cornell
2495995,Louise Smith
340381,Deborah Banks
288030,Amanda Goodwin
50150,Boomer Tibbs
763711,Eli Hasson
763718,Tony Whiting
17436,Richard M. Davidson
763716,Ronald Willoughby
763717,Paul Slimak
763715,Fred Neumann
763720,Patience Pierce
64907,Ellen McElduff
763712,Grant Wheaton
47739,Richard Leacock
763719,Martin Haber
763725,Carla-Maria Sorey
763710,Michael Holland
527182,Dan Nuțu
72458,Fred Baker
763714,Janne Peters
763813,Norbert Brown
763812,Helen Nicholas
763814,Benjamin Egbuna
454246,Chan Lee
763815,Raymond Moy
451993,Yu Lu
460350,Roger Babb
493375,Saunder Finard
67549,Lizzie Borden
198,Morgan Freeman
11063,Beverly Todd
27646,Robert Guillaume
21063,Ethan Phillips
17814,Lynne Thigpen
25768,Michael Beach
18306,Alan North
3292,Robin Bartlett
113229,Sandra Reaves-Phillips
118813,Jermaine Hopkins
40159,Karina Arroyave
86521,Ivonne Coll
26321,Regina Taylor
89398,Jennifer McComb
118814,Delilah Cotto
118815,Anthony Figueroa
7782,John G. Avildsen
17853,Patti LuPone
22648,Joann Havrilla
22649,William Hall Jr.
22653,Alvin M. Sugarman
22650,Clarice F. Geigerman
22652,Sylvia Kaler
22654,Carolyn Gold
22655,Crystal Fox
22656,Bob Hannah
22336,Ray McKinnon
1481407,Ashley Josey
1481411,Jack Rousso
1481414,Fred Faser
1481415,Indra A. Thomas
736361,Trilby Beresford
1481418,Dean DuBois
1481419,Jay Freer
929624,Jen Harper
261227,Martin Luther King Jr.
22657,D. Taylor Loeb
32636,Bertil Guve
32637,Pernilla Allwin
32633,Allan Edwall
32634,Ewa Fröling
32639,Gunn Wållgren
32640,Börje Ahlstedt
32641,Stina Ekblad
32642,Mats Bergman
4914,Pernilla August
32643,Jarl Kulle
32644,Christina Schollin
32645,Kerstin Tidelius
316204,Inga Ålenius
966769,Hugo Hasslo
226667,Kristina Adolphson
212481,Kristian Almgren
209768,Carl Billquist
46514,Axel Düberg
504352,Siv Ericks
492498,Majlis Granlund
745650,Maria Granlund
544468,Sonya Hedenbratt
557769,Olle Hilding
209130,Svea Holst
494696,Käbi Laretei
21537,Lena Olin
151637,Hans Strååt
367859,Mona Andersson
696596,Marianne Nielsen
219692,Marrit Ohlsson
1019277,Anna Bergman
150663,Nils Brandt
520964,Gus Dahlström
124165,Ernst Günther
61238,Heinz Hopf
124166,Sune Mangs
7694,Peter Stormare
536031,Maud Hyttenberg
2193936,Sven-Erik Jacobsson
8897,Rip Torn
33776,John Dehner
31284,Chad Everett
33775,"James A. Watson, Jr"
29250,John Vernon
33777,Sonny Bono
132682,Laurene Landon
63141,John Larch
31805,Sandahl Bergman
210663,Monique Gabrielle
431656,Jack Jones
1101000,Madeleine Fisher
36627,Sandy Ward
218862,Louise Sorel
90507,Clint Smith
421000,Pat Sajak
135425,Pamela Guest
9209,David Paymer
33778,Ken Finkleman
7184,Helen Mirren
106089,Dave King
484,Bryan Marshall
106090,Derek Thompson
18757,Paul Freeman
4493,Alan Ford
159560,Stephen Davies
70379,Paul Barber
161117,Karl Howman
48352,Nick Stringer
474509,Brian Hall
205579,Paul Kember
106092,Patti Love
106091,Leo Dolan
7646,Pierce Brosnan
3384,Kevin McNally
19095,Tony Rohr
106093,Ruby Head
17181,Charles Cork
79957,Bruce Alexander
407147,Bill Moody
6762,Dexter Fletcher
662986,Dave Ould
114717,Nigel Humphreys
68618,Brian Hayes
146507,Alan Devlin
484050,Pauline Melville
662984,Mary Sheen
662979,Georgie Phillips
530227,Billy Cornelius
135070,Gillian Taylforth
208142,Robert Walker
467696,Robert Hamilton
516160,James Ottaway
23615,Michael Ryan
714047,Roy Alon
1130082,Tony Clarkin
55813,John Mackenzie
28073,Danny Aiello
19273,Vanessa Williams
29465,Mildred Dunnock
491243,Brian Hamill
491244,Tamara Bruno
491247,Angie Kempf
18339,Polly Draper
17930,Robert Towne
51489,Victoria Jackson
2966,Bob Gunton
20184,Christine Baranski
25509,Fred Melamed
718011,Christine Sclafani
20226,Alexis Cruz
41496,Sidney Armus
908959,Anna Lee
70184,Isabel García Lorca
60646,Geoffrey Nauffts
741285,Edward Rowan
209962,Tom Signorelli
81005,Frank Gio
200999,Anne Bobby
741298,Meghan Lahey
127888,Mary Griffin
1146065,Brad Frankel
23419,James Toback
43610,John Cheung Ng-Long
58437,Ben Lam
43612,Danny Chow Yun-Kin
43614,Kenny Ho
43615,Johnny Cheung Wa
43616,Lung Tin-Sang
43617,Wu Ma
43618,Guan Shan
43619,Lau Ching-wan
23583,Ken Lo
465680,Chan Tat-Kwong
19470,Ron Silver
59817,Imogen Stubbs
33785,Daniel J. Travanti
331815,Alexander Hanson
6905,Jonathan Hyde
474562,John Labanowski
195934,Peter Corey
130061,Briony McRoberts
86918,Doreen Mantle
9827,Julian Fellowes
34824,Richard Wilson
1551,Roger Hammond
1131238,Allan Mitchell
4840,David O'Hara
29511,Nicholas Jones
70580,Trevor Cooper
4272,Robin Hooper
765960,Guy Manning
382207,Margaret Stallard
733716,Michael Stainton
2522717,Cheryl Moskowitz
2522612,Daniel Heuman
43536,Sarah Trigger
2522389,Gavin Kestin
2522624,Eric C. Toll
2522449,Adriana Solorzano
217201,Philip Saville
56062,Marlee Matlin
25993,Piper Laurie
56064,Allison Gompf
56065,John F. Cleary
56066,Philip Holmes
745399,Georgia Ann Cline
745398,William D. Byrd
745397,Frank Carter Jr.
56063,John Limnidis
56067,Bob Hiltermann
59046,E. Katherine Kerr
745396,John Basinger
745395,Barry Magnani
90580,Linda Bove
2299503,Ann Hanson
1332013,Max M. Brown
210063,María Cellario
2299471,Jon-Paul Dougherty
2299534,Linda Swim
2299535,Lois Clowater
2299479,Allan R. Francis
2299531,Richard Kendall
2299505,Christopher Shay
2299449,Laraine Isa
2299510,Nanci Kendall
2299537,Marie Brazil
2299528,Charlene Legere
30744,Leigh French
21909,Jack Blessing
6802,Nicholas Guest
56068,Randa Haines
31193,Joan Severance
9056,Kevin Spacey
9013,Lauren Tom
4736,John Capodice
187,Alexandra Neil
31194,Tonya Pinkins
31195,Anthony Zerbe
31196,Kirsten Childs
31197,Hardy Rawls
46260,Louis Giambalvo
24202,Audrie Neenan
15743,George Bartenieff
95093,Bernie McInerney
185294,Keith Langsdale
117813,Mary Kay Adams
64225,Alan Pottinger
184,Lisby Larson
750425,James Pyduck
2724,Edward James Hyland
5166,George Harris
2933,Zach Grenier
482742,Alice Spivak
57492,Shiek Mahmud-Bey
24951,Joel Swetow
606364,Pirie MacDonald
643020,Tom Kubiak
31205,Arthur Hiller
11169,Mandy Patinkin
29102,Amy Irving
54504,Steven Hill
6465,Allan Corduner
1673081,Ruth Goring
104546,Lynda Baron
744303,Jack Lynn
496435,Anna Tzelniker
4450,Miriam Margolyes
234568,Mary Henry
838935,Robbie Barnett
488414,Ian Sears
2677787,Frank Baker
484611,Anthony Dean Rubeš
834075,Renata Buser
33288,Kerry Shale
504289,Danny Brainin
496544,Gary Brown
365239,Jonathan Tafler
89471,Teddy Kempner
19139,Norma Atallah
2677845,Mark English
2677652,Milena Glogarová
2019856,Chris Parsons
1522150,Peter Ross-Murray
65520,Laurence Luckinbill
38348,Charles Cooper
81647,Cynthia Gouw
81648,Todd Bryant
198915,Spice Williams-Crosby
112142,Rex Holman
32964,George Murdock
81649,Jonathan Simpson
955966,Beverly Hart
5458,Steve Susskind
81650,Harve Bennett
455110,Melanie Shatner
1264789,Carey Scott
12837,Keenen Ivory Wayans
1043,Steve James
100838,Ja'net DuBois
76090,Dawnn Lewis
38719,Clu Gulager
1577172,George James
785138,Marc Figueroa
17995,David Alan Grier
9233,Chris Rock
101156,Anne-Marie Johnson
12836,Shawn Wayans
12202,Marlon Wayans
96503,Kim Wayans
36538,John Witherspoon
97105,Robert Colbert
216292,Marilyn Coleman
82975,Jester Hairston
99567,Gary Owens
33102,Eve Plumb
512842,Michael Goldfinger
1577178,Homeselle Joy
174819,Vickilyn Reynolds
613305,Paul Motley
1577175,Brian Maguire
60350,Ben Ryan Ganger
388748,Carl Craig
462337,Nancy Cheryll Davis
122521,Robin Harris
191161,Cullen G. Chambers
1577166,Terri Bivalacqua
1577498,J.W. Alexander
112247,Roy Fegan
1577323,Howard Allen
383828,Bee-Be Smith
192373,Bobby McGee
103697,Lou B. Washington
73538,Robert Townsend
18978,Don Harvey
828,John C. Reilly
4674,John Leguizamo
3458,Ving Rhames
50650,Thuy Thu Le
50651,Erik King
50652,Jack Gwaltney
37472,Dan Martin
995071,Steve Larson
477266,John Linton
591200,Vyto Ruginis
136615,Al Shannon
17850,Wendell Pierce
25403,Sam Robards
53824,Darren E. Burrows
31011,Sherman Howard
22431,John Marshall Jones
2934,Holt McCallany
1159759,Kady Tran
2027115,Scott Gregory
1375774,Ennalls Berl
2027162,Vinh Tran
2027029,Somsak
2026954,Hataya Sarmount
2027037,Ba Thuan T. Le
2027193,Nootch
2027177,Kwan
2027203,J. Chalerm
2027147,Sigma
2027224,Po Powpi
2027073,Shaun Shea
2026962,Kristopher Dunn
18284,Donal Gibson
923365,Shane Kerwin
2027146,Niran
23156,Stephen Baldwin
30112,Gregg Henry
93059,Michael D. Jones
444562,Espérance Pham Thai Lan
26765,Gorō Naya
102967,Youji Matsuda
86777,Yoshiko Sakakibara
89841,Iemasa Kayumi
94670,Hisako Kyoda
101143,Mahito Tsujimura
99015,Mina Tominaga
26773,Kōhei Miyauchi
89871,Jôji Yanami
120989,Minoru Yada
114132,Rihoko Yoshida
121263,Tetsuo Mizutori
121302,Masako Sugaya
904503,Takako Sasuga
104145,Mugihito
107483,Akiko Tsuboi
271869,Takeki Nakamura
39707,Bin Shimada
132747,Shinji Nomura
23815,Evelyn Guerrero
23816,Sandra Bernhard
23817,Shelby Chong
15955,Peter Jason
23818,Timothy Leary
219,Paul Reubens
23819,Linnea Quigley
23821,Jeff Pomerantz
23822,Suzanne Kent
128363,Sally Marr
14330,Michael Winslow
21111,Annette O'Toole
21113,Pamela Stephenson
21115,Robert Vaughn
21114,Gavan O'Herlihy
1155342,Nancy Roberts
23342,Graham Stark
375745,Peter Wear
63232,Justin Case
94557,Bob Todd
597607,Terry Camilleri
590614,Stefan Kalipha
589727,Helen Horton
10546,Lou Hirsch
41410,Bill Reimbold
5025,Al Matthews
29595,Barry Dennen
726112,Enid Saunders
2052896,Kevin Harrison Cork
2052866,Paul Kaethler
470749,R.J. Bell
516281,Ronnie Brody
296628,Philip Gilbert
208867,Pat Starr
1111871,Gordon Signer
649516,George Chisholm
683639,David Fielder
19968,Christopher Malcolm
14325,Daphne Zuniga
48935,Lee Richardson
53367,Frank C. Turner
483875,Ann Marie Lee
2182,Garry Chalk
410187,Saffron Henderson
54706,Harley Cross
483874,Matthew Moore
481360,Rob Roy
208291,Andrew Rhodes
208292,Pat Bermel
2337,William S. Taylor
5588,Jerry Wasserman
690940,Robert Metcalfe
53002,Chris Walas
463,Tim Matheson
27037,George Gaynes
48619,Jack Riley
210752,"James ""Gypsy"" Haake"
81551,Ronny Graham
213800,Zale Kessler
210753,Scamp
125225,Ivor Barry
89822,William Glover
707237,John H. Francis
773457,Raymond Skipp
2646986,Marley Sims
1335789,Larry Rosenberg
64903,Max Brooks
2646959,Henry Kaiser
132754,Milton James
1112438,George Caldwell
174392,Wolf Muser
36501,Henry Brandon
2647145,Lee E. Stevens
88143,Roy Goldman
2647061,Robert Goldberg
1129141,John McKinney
652300,Manny Kleinmuntz
90469,Phil Adams
79279,Curt Lowens
2577034,Robin Haynes
127787,Ron Kuhlman
38997,John Otrin
2646970,Joey Sheck
797138,Ron Diamond
91118,Gillian Eaton
3005,Terence Marsh
2154255,Winnie McCarthy
2647114,Paul Ratliff
2036,Scott Beach
1085263,Sandra Gray
2647069,Clare Culhane
2522448,Laurie Manning
45029,Leeyan Granger
2646995,Antoinette Yuskis
2647020,Stephanie Wingate
2640865,Ian Bruce
611901,John Frayer
1962268,Edward J. Heim
2197682,Spencer Henderson
2647146,George Jayne
2647099,Bill K. Richards
1942565,Neil J. Schwartz
25101,Tucker Smith
1826265,Ted Sprague
1943501,Patrice Cole
2647108,Selby Dessner
2647035,Hunter Roberts
210751,Alan Johnson
119977,Christopher Reid
119976,Christopher Martin
11697,Martin Lawrence
36235,Tisha Campbell-Martin
27539,A.J. Johnson
477217,Paul Anthony
16816,Kelly Jo Minter
157798,George Clinton
1149037,Bowlegged Lou
1149053,B-Fine
81696,Edith Fields
37673,Clifton Powell
23809,Desi Arnez Hines II
2439428,Gene 'Groove' Allen
93085,Anthony Johnson
2762178,Diana Mendoza
694988,Barry Diamond
16897,Mike Pniewski
47097,Reginald Hudlin
46733,Jackie Gleason
43514,Scott Schwartz
5473,Teresa Ganzel
215993,Annazette Chase
53592,Don Hood
1165364,Karen Leslie-Lyttle
63080,Virginia Capers
62646,B.J. Hopper
465399,Ray Spruell
22218,Stocker Fontelieu
199941,Robert Adams
30817,Kelly McGillis
605396,Bernie Coulson
32748,Leo Rossi
45662,Ann Hearn
19760,Carmen Argenziano
64959,Steve Antin
62942,Tom O'Brien
122080,Peter Van Norden
103003,Terry David Mulligan
182566,Woody Brown
15637,Stephen E. Miller
65128,Kim Kondrashoff
49215,Tom Heaton
105167,Andrew Kavadas
69589,Tom McBeath
487550,Rose Weaver
104353,Linda Darlow
16520,Veena Sood
98394,Allan Lysell
455624,Antony Holland
17321,Kevin McNulty
487551,Barney O'Sullivan
187163,Christianne Hirt
376503,Frances Flanagan
487552,Marsha Andrews
487553,Mike Winlaw
22599,Pamela Martin
114680,Walter Marsh
460204,Deryl Hayes
45670,Dana Still
227425,Denalda Williams
15645,Babs Chula
341822,Rebecca Toolan
