id,person_id,film_id,character,role
1,14701,tm77588,Rick Blaine,ACTOR
2,14702,tm77588,Ilsa Lund,ACTOR
3,14703,tm77588,Victor Laszlo,ACTOR
4,14704,tm77588,Captain Louis Renault,ACTOR
5,14705,tm77588,Major Heinrich Strasser,ACTOR
6,14706,tm77588,Signor Ferrari,ACTOR
7,1367,tm77588,Ugarte,ACTOR
8,14716,tm77588,Carl,ACTOR
9,14707,tm77588,Yvonne,ACTOR
10,14708,tm77588,Sam,ACTOR
11,14709,tm77588,Annina Brandel,ACTOR
12,14710,tm77588,Berger,ACTOR
13,14711,tm77588,Sascha,ACTOR
14,14712,tm77588,Pickpocket,ACTOR
15,14718,tm77588,Guest at Rick's (uncredited),ACTOR
16,14719,tm77588,Bar Patron (uncredited),ACTOR
17,14720,tm77588,Refugee at Rick's (uncredited),ACTOR
18,14721,tm77588,Overseer (uncredited),ACTOR
19,14723,tm77588,Dealer at Rick's (uncredited),ACTOR
20,14724,tm77588,Gendarme (uncredited),ACTOR
21,14725,tm77588,Waiter at the Blue Parrot (uncredited),ACTOR
22,14726,tm77588,American (uncredited),ACTOR
23,14727,tm77588,Policeman (uncredited),ACTOR
24,14728,tm77588,Native Officer (uncredited),ACTOR
25,14729,tm77588,Baccarat Dealer at Rick's (uncredited),ACTOR
26,5898,tm77588,Bearded Man in Street Watching Plane in Flight (uncredited),ACTOR
27,14730,tm77588,Woman Companion (uncredited),ACTOR
28,14731,tm77588,American (uncredited),ACTOR
29,14733,tm77588,Guest at Rick's (uncredited),ACTOR
30,14734,tm77588,Oriental at Rick's (uncredited),ACTOR
31,14796,tm77588,Commuter at Train Station (uncredited),ACTOR
32,13367,tm77588,Waiter at Rick's (uncredited),ACTOR
33,555402,tm77588,French Police Officer (uncredited),ACTOR
34,14736,tm77588,Concierge (uncredited),ACTOR
35,14713,tm77588,Emil - Croupier at Rick's (uncredited),ACTOR
36,14714,tm77588,Jan Brandel (uncredited),ACTOR
37,14737,tm77588,Orderly (uncredited),ACTOR
38,14738,tm77588,Lt. Casselle (uncredited),ACTOR
39,14739,tm77588,Police Officer (uncredited),ACTOR
40,14740,tm77588,Arab Guest with Fez (uncredited),ACTOR
41,14741,tm77588,Moroccan (uncredited),ACTOR
42,14742,tm77588,News Vendor (uncredited),ACTOR
43,14743,tm77588,Second Contact Man at Rick's (uncredited),ACTOR
44,14744,tm77588,Englishman Questioning Casino's Honesty (uncredited),ACTOR
45,14745,tm77588,Singing Frenchman (uncredited),ACTOR
46,14746,tm77588,Gambler at Rick's (uncredited),ACTOR
47,14747,tm77588,Conspirator (uncredited),ACTOR
48,14748,tm77588,Headwaiter at Rick's (uncredited),ACTOR
49,14750,tm77588,German Banker Refused by Rick (uncredited),ACTOR
50,14751,tm77588,Cashier at Rick's (uncredited),ACTOR
51,14752,tm77588,Mrs. Leuchtag - Carl's Immigrating Friend (uncredited),ACTOR
52,14753,tm77588,Customer (uncredited),ACTOR
53,14754,tm77588,Englishwoman (uncredited),ACTOR
54,14755,tm77588,Muezzini (uncredited),ACTOR
55,14756,tm77588,Elderly Admirer (uncredited),ACTOR
56,27274,tm77588,Pickpocketed Prosperous Man (uncredited),ACTOR
57,14757,tm77588,Italian Officer Tonnelli (uncredited),ACTOR
58,14758,tm77588,Haggling Arab Monkey Seller (uncredited),ACTOR
59,81681,tm77588,Policeman (uncredited),ACTOR
60,81682,tm77588,Moor Buying Diamonds (uncredited),ACTOR
61,36180,tm77588,Narrator (voice) (uncredited),ACTOR
62,81684,tm77588,Bartender (uncredited),ACTOR
63,13397,tm77588,Rick's Friend (uncredited),ACTOR
64,74249,tm77588,Policeman (uncredited),ACTOR
65,81685,tm77588,Arab Guest with Fez (uncredited),ACTOR
66,65340,tm77588,Conspirator (uncredited),ACTOR
67,14759,tm77588,Dutch Banker at Cafe Table (uncredited),ACTOR
68,13400,tm77588,French Officer Insulting Yvonne (uncredited),ACTOR
69,14760,tm77588,Fydor (uncredited),ACTOR
70,14761,tm77588,Singer with Guitar (uncredited),ACTOR
71,14762,tm77588,Gambler at Rick's (uncredited),ACTOR
72,14764,tm77588,Woman Selling Her Diamonds (uncredited),ACTOR
73,14763,tm77588,Paul - Waiter at Rick's (uncredited),ACTOR
74,14766,tm77588,Guest at Rick's (uncredited),ACTOR
75,14767,tm77588,Croupier (uncredited),ACTOR
76,14768,tm77588,Arab Vendor (uncredited),ACTOR
77,14769,tm77588,Conspirator (uncredited),ACTOR
78,14770,tm77588,Bouncer at Rick's (uncredited),ACTOR
79,14771,tm77588,Col. Heinz - Strasser's Aide (uncredited),ACTOR
80,14773,tm77588,Abdul (uncredited),ACTOR
81,14774,tm77588,Refugee (uncredited),ACTOR
82,14775,tm77588,Woman Customer (uncredited),ACTOR
83,14776,tm77588,Pickpocketed Englishman (uncredited),ACTOR
84,14777,tm77588,Native Officer (uncredited),ACTOR
85,14779,tm77588,Customer (uncredited),ACTOR
86,14780,tm77588,Mr. Leuchtag (uncredited),ACTOR
87,14782,tm77588,Gambler (uncredited),ACTOR
88,14781,tm77588,Man Turning Propeller at Airport (uncredited),ACTOR
89,14783,tm77588,Frenchman (uncredited),ACTOR
90,14785,tm77588,Woman Gambler at Rick's Next to Croupier (uncredited),ACTOR
91,14717,tm77588,Wife of Pickpocketed Englishman (uncredited),ACTOR
92,14715,tm77588,German Officer with Yvonne (uncredited),ACTOR
93,14784,tm77588,Waiter (uncredited),ACTOR
94,14786,tm77588,Man with Expired Papers (uncredited),ACTOR
95,14787,tm77588,Baccarat Player at Rick's (uncredited),ACTOR
96,14788,tm77588,Native Introducing Ferrari (uncredited),ACTOR
97,14789,tm77588,Gambler (uncredited),ACTOR
98,14790,tm77588,Moroccan Boy (uncredited),ACTOR
99,14791,tm77588,German Officer (uncredited),ACTOR
100,14793,tm77588,Emile - Waiter (uncredited),ACTOR
101,14792,tm77588,Prosperous Tourist (uncredited),ACTOR
102,14794,tm77588,Guest at Rick's (uncredited),ACTOR
103,14795,tm77588,Guest at Rick's (uncredited),ACTOR
104,22000,tm77588,Vendor (uncredited),ACTOR
105,226483,tm77588,Merchant (uncredited),ACTOR
106,14797,tm77588,unknown,DIRECTOR
107,60017,tm155702,Dorothy Gale,ACTOR
108,53496,tm155702,Hunk / Scarecrow,ACTOR
109,79549,tm155702,Hickory / Tin Man,ACTOR
110,79548,tm155702,Zeke / Cowardly Lion,ACTOR
111,60995,tm155702,Miss Gulch / Wicked Witch of the West,ACTOR
112,53493,tm155702,Professor Marvel / The Wizard of Oz,ACTOR
113,79551,tm155702,Auntie Em,ACTOR
114,41661,tm155702,Uncle Henry,ACTOR
115,72816,tm155702,Glinda the Good Witch of the North,ACTOR
116,79553,tm155702,Nikko,ACTOR
117,79554,tm155702,Toto,ACTOR
118,6134,tm155702,Juliet (voice) (uncredited),ACTOR
119,34566,tm155702,Lollipop Guild Member (uncredited),ACTOR
120,79583,tm155702,Lollipop Guild Member (uncredited),ACTOR
121,79600,tm155702,Munchkin (uncredited),ACTOR
122,13768,tm155702,Mayor / Lollipop Guild Member (voice) (uncredited),ACTOR
123,6139,tm155702,Munchkins (voice) (uncredited),ACTOR
124,79550,tm155702,Munchkin Mayor (uncredited),ACTOR
125,74888,tm155702,Captain of the Winkie Guard (uncredited),ACTOR
126,41687,tm155702,Winged Monkey (uncredited),ACTOR
127,79581,tm155702,Emerald City Manicurist (uncredited),ACTOR
128,79565,tm155702,Munchkin,ACTOR
129,2627311,tm155702,(uncredited),ACTOR
130,13435,tm155702,unknown,DIRECTOR
131,15246,tm83648,Charles Foster Kane,ACTOR
132,15248,tm83648,Jedediah Leland,ACTOR
133,15253,tm83648,Susan Alexander Kane,ACTOR
134,15258,tm83648,Jim W. Gettys,ACTOR
135,15252,tm83648,Walter Parks Thatcher,ACTOR
136,15249,tm83648,Mary Kane,ACTOR
137,15257,tm83648,Raymond,ACTOR
138,15250,tm83648,Emily Norton Kane,ACTOR
139,15259,tm83648,Herbert Carter,ACTOR
140,15247,tm83648,Jerry Thompson/Narrator,ACTOR
141,15251,tm83648,Mr. Bernstein,ACTOR
142,15260,tm83648,Signor Matiste,ACTOR
143,15261,tm83648,John,ACTOR
144,15254,tm83648,Mr. Rawlston,ACTOR
145,15262,tm83648,Bertha Anderson,ACTOR
146,15256,tm83648,Jim Kane,ACTOR
147,15263,tm83648,Charles Foster Kane III,ACTOR
148,15255,tm83648,Young Charles Foster Kane,ACTOR
149,15270,tm83648,Interviewer,ACTOR
150,15264,tm83648,Man at Party in Everglades (uncredited),ACTOR
151,15266,tm83648,Pianist in 'El Rancho' (uncredited),ACTOR
152,13367,tm83648,Gino (uncredited),ACTOR
153,15267,tm83648,Extra (uncredited),ACTOR
154,572312,tm83648,Newsreel Man (uncredited),ACTOR
155,100405,tm83648,Newsreel Man (uncredited),ACTOR
156,571680,tm83648,Newsreel Man (uncredited),ACTOR
157,71398,tm83648,Newsreel Man (uncredited),ACTOR
158,71393,tm83648,Newsreel Man (uncredited),ACTOR
159,571576,tm83648,Newsreel Man (uncredited),ACTOR
160,153531,tm83648,Newsreel Man (uncredited),ACTOR
161,14795,tm83648,Newsreel Man (uncredited),ACTOR
162,134046,tm83648,Newsreel Man (uncredited),ACTOR
163,153890,tm83648,Man at Xanadu Great Hall (uncredited),ACTOR
164,57850,tm83648,Man at Xanadu Great Hall (uncredited),ACTOR
165,27201,tm83648,Man at Xanadu Great Hall (uncredited),ACTOR
166,574453,tm83648,Maid in Xanadu Hall (uncredited),ACTOR
167,27209,tm83648,Man at Boat Dock (uncredited),ACTOR
168,582859,tm83648,Man at Boat Dock (uncredited),ACTOR
169,572681,tm83648,Man at Boat Dock (uncredited),ACTOR
170,93832,tm83648,Woman at Boat Dock (uncredited),ACTOR
171,22486,tm83648,City Room Employee (uncredited),ACTOR
172,155779,tm83648,City Editor (uncredited),ACTOR
173,27211,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
174,15265,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
175,617295,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
176,32290,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
177,14740,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
178,27256,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
179,82246,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
180,153420,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
181,154456,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
182,81685,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
183,133013,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
184,153575,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
185,556300,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
186,47833,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
187,153014,tm83648,Man Singing at Inquirer Party (uncredited),ACTOR
188,137752,tm83648,Georgia (uncredited),ACTOR
189,213378,tm83648,Servant (uncredited),ACTOR
190,27223,tm83648,Wedding Guest (uncredited),ACTOR
191,27234,tm83648,Inquirer Reporter (uncredited),ACTOR
192,27235,tm83648,Reporter (uncredited),ACTOR
193,21787,tm83648,Reporter (uncredited),ACTOR
194,29535,tm83648,Reporter (uncredited),ACTOR
195,434612,tm83648,Reporter (uncredited),ACTOR
196,137457,tm83648,Reporter (uncredited),ACTOR
197,64194,tm83648,Reporter (uncredited),ACTOR
198,133997,tm83648,Reporter at Xanadu (uncredited),ACTOR
199,27325,tm83648,Reporter at Xanadu (uncredited),ACTOR
200,133965,tm83648,Reporter at Xanadu (uncredited),ACTOR
201,20176,tm83648,Reporter at Wedding (uncredited),ACTOR
202,573158,tm83648,Reporter at Boat Deck (uncredited),ACTOR
203,15268,tm83648,Reporter Smoking Pipe at End (uncredited),ACTOR
204,100213,tm83648,Teddy Roosevelt (uncredited),ACTOR
205,22003,tm83648,Boss Printer (uncredited),ACTOR
206,79588,tm83648,Copy Boy (uncredited),ACTOR
207,151969,tm83648,Copy Boy Delivering Message in Chicago Hotel Room (uncredited),ACTOR
208,569607,tm83648,House Maid (uncredited),ACTOR
209,64863,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
210,90207,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
211,71898,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
212,24725,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
213,58329,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
214,118770,tm83648,Newspaperman at Trenton Town Hall (uncredited),ACTOR
215,105449,tm83648,Newspaperman (uncredited),ACTOR
216,15269,tm83648,Newspaperman (uncredited),ACTOR
217,151253,tm83648,Man in Projection Room (uncredited),ACTOR
218,96349,tm83648,Man in Projection Room (uncredited),ACTOR
219,27251,tm83648,Ward Heeler (uncredited),ACTOR
220,21783,tm83648,Ward Heeler (uncredited),ACTOR
221,27253,tm83648,Photographer (uncredited),ACTOR
222,153182,tm83648,French Maid (uncredited),ACTOR
223,62604,tm83648,Solly (uncredited),ACTOR
224,71563,tm83648,Car-Driver (uncredited),ACTOR
225,570601,tm83648,Adolf Hitler (uncredited),ACTOR
226,24013,tm83648,Leland's Nurse (uncredited),ACTOR
227,134167,tm83648,Hermann Goring (uncredited),ACTOR
228,154839,tm83648,Dancer (uncredited),ACTOR
229,574262,tm83648,Dancer (uncredited),ACTOR
230,71327,tm83648,Dancer (uncredited),ACTOR
231,13408,tm83648,Dancer (uncredited),ACTOR
232,13410,tm83648,Dancer (uncredited),ACTOR
233,74242,tm83648,Expressman (uncredited),ACTOR
234,347700,tm83648,Susan's Maid (uncredited),ACTOR
235,554394,tm83648,Nurse (uncredited),ACTOR
236,568169,tm83648,Guest (uncredited),ACTOR
237,573415,tm83648,Man at Party in Everglades (uncredited),ACTOR
238,27266,tm83648,Joseph (uncredited),ACTOR
239,570241,tm83648,Man on Hospital Roof (uncredited),ACTOR
240,572492,tm83648,Man on Hospital Roof (uncredited),ACTOR
241,574022,tm83648,Man on Roof (uncredited),ACTOR
242,27271,tm83648,Best Man at Wedding (uncredited),ACTOR
243,93424,tm83648,Fish Driver (uncredited),ACTOR
244,27276,tm83648,Politician (uncredited),ACTOR
245,41705,tm83648,Politician (uncredited),ACTOR
246,62996,tm83648,Politician (uncredited),ACTOR
247,574764,tm83648,Waiter at Inquirer Party (uncredited),ACTOR
248,155759,tm83648,Ms. Townsend (uncredited),ACTOR
249,34481,tm83648,Prompter (uncredited),ACTOR
250,572646,tm83648,Newsboy (uncredited),ACTOR
251,47819,tm83648,Newsman (uncredited),ACTOR
252,571740,tm83648,Shadowgraph Man (uncredited),ACTOR
253,22485,tm83648,(uncredited),ACTOR
254,133900,tm83648,Civic Leader (uncredited),ACTOR
255,604507,tm83648,Civic Leader (uncredited),ACTOR
256,570805,tm83648,Dr. Corey (uncredited),ACTOR
257,152190,tm83648,Ethel (uncredited),ACTOR
258,573040,tm83648,Woman at Opera (uncredited),ACTOR
259,50362,tm83648,Secretary (uncredited),ACTOR
260,21359,tm83648,Secretary (uncredited),ACTOR
261,27313,tm83648,Opera Spectator (uncredited),ACTOR
262,310133,tm83648,Opera Spectator (uncredited),ACTOR
263,27315,tm83648,Man at Madison Square Garden (uncredited),ACTOR
264,21789,tm83648,Man at Madison Square Garden (uncredited),ACTOR
265,22474,tm83648,Man at Madison Square Garden (uncredited),ACTOR
266,74823,tm83648,Man (uncredited),ACTOR
267,554381,tm83648,Woman in Front of Chronicle Building (uncredited),ACTOR
268,134280,tm83648,Stagehand (uncredited),ACTOR
269,250452,tm83648,Stagehand (uncredited),ACTOR
270,617292,tm83648,Big Governess (uncredited),ACTOR
271,40712,tm83648,Smather (uncredited),ACTOR
272,29590,tm83648,Hireling (uncredited),ACTOR
273,424403,tm83648,Hireling (uncredited),ACTOR
274,154040,tm83648,Man in Inquirer City Room (uncredited),ACTOR
275,27334,tm83648,Senate Investigator (uncredited),ACTOR
276,35528,tm83648,Portuguese Laborer (uncredited),ACTOR
277,155741,tm83648,Chorus Master (uncredited),ACTOR
278,573327,tm83648,Speaker (uncredited),ACTOR
279,97873,tm83648,Copy Boy (uncredited),ACTOR
280,156178,tm83648,Entertainer	 (uncredited),ACTOR
281,1098373,tm83648,Orchestra Leader (Uncredited),ACTOR
282,74238,tm83648,Reporter (uncredited),ACTOR
283,15246,tm83648,unknown,DIRECTOR
284,60017,tm3175,Esther Smith,ACTOR
285,65426,tm3175,"""Tootie"" Smith",ACTOR
286,27563,tm3175,Mrs. Anna Smith,ACTOR
287,65427,tm3175,Rose Smith,ACTOR
288,65428,tm3175,Mr. Alonzo Smith,ACTOR
289,65429,tm3175,John Truett,ACTOR
290,65181,tm3175,Katie (Maid),ACTOR
291,13316,tm3175,Grandpa,ACTOR
292,65430,tm3175,Lucille Ballard,ACTOR
293,65431,tm3175,Lon Smith Jr.,ACTOR
294,65432,tm3175,Agnes Smith,ACTOR
295,53357,tm3175,Col. Darly,ACTOR
296,65433,tm3175,Warren Sheffield,ACTOR
297,35551,tm3175,Mr. Neely,ACTOR
298,2019451,tm3175,Hugo Borvis (uncredited),ACTOR
299,2664485,tm3175,Girl on Trolley (uncredited),ACTOR
300,60246,tm3175,Driver (uncredited),ACTOR
301,36498,tm3175,Dr. Girard (uncredited),ACTOR
302,1794307,tm3175,Boy at Party (uncredited),ACTOR
303,2664636,tm3175,Hugo Gorman (uncredited),ACTOR
304,567393,tm3175,Ida Boothby (uncredited),ACTOR
305,152026,tm3175,Girl on Trolley (uncredited),ACTOR
306,94601,tm3175,Sidney Gorcey (uncredited),ACTOR
307,50373,tm3175,Boy at Pavilion (uncredited),ACTOR
308,33003,tm3175,Mr. March (uncredited),ACTOR
309,18612,tm3175,Johnny Tevis (uncredited),ACTOR
310,2664505,tm3175,Girl in Blue on Trolley (uncredited),ACTOR
311,134048,tm3175,Baggage Man (uncredited),ACTOR
312,575462,tm3175,Girl on the Trolley / Singer (uncredited),ACTOR
313,53969,tm3175,Boy at Party (uncredited),ACTOR
314,1591359,tm3175,Boy at Party (uncredited),ACTOR
315,516572,tm3175,Mrs. Braukoff (uncredited),ACTOR
316,1061940,tm3175,Mr. Braukoff (uncredited),ACTOR
317,631750,tm3175,Boy on Trolley (uncredited),ACTOR
318,31161,tm3175,Motorman (uncredited),ACTOR
319,1539670,tm3175,Mailman (uncredited),ACTOR
320,2664703,tm3175,Girl on Trolley (uncredited),ACTOR
321,467165,tm3175,Girl at Party (uncredited),ACTOR
322,2664699,tm3175,Girl on Trolley (uncredited),ACTOR
323,18277,tm3175,Little Boy (uncredited),ACTOR
324,2664570,tm3175,George (uncredited),ACTOR
325,572817,tm3175,Girl on Trolley (uncredited),ACTOR
326,207721,tm3175,Conductor (uncredited),ACTOR
327,574297,tm3175,Quentin (uncredited),ACTOR
328,28852,tm3175,unknown,DIRECTOR
329,10548,ts225761,Tom (voice)/Jerry (voice),ACTOR
330,46445,ts225761,Tom (voice),ACTOR
331,12876,ts225761,Jerry (voice)/Tom (voice),ACTOR
332,13768,ts225761,Spike (voice),ACTOR
333,70127,ts225761,Butch (voice)/Jasper (voice),ACTOR
334,137924,ts225761,unknown,DIRECTOR
335,46445,ts225761,unknown,DIRECTOR
336,39141,ts225761,unknown,DIRECTOR
337,46444,ts225761,unknown,DIRECTOR
338,39140,ts225761,unknown,DIRECTOR
339,107330,ts225761,unknown,DIRECTOR
340,134981,ts225761,unknown,DIRECTOR
341,13298,tm156463,Scarlett O'Hara,ACTOR
342,13299,tm156463,Rhett Butler,ACTOR
343,13300,tm156463,Melanie Hamilton,ACTOR
344,13303,tm156463,Ashley Wilkes,ACTOR
345,13310,tm156463,Mammy,ACTOR
346,13301,tm156463,Gerald O'Hara,ACTOR
347,13304,tm156463,Ellen O'Hara,ACTOR
348,13305,tm156463,Suellen O'Hara,ACTOR
349,13306,tm156463,Carreen O'Hara,ACTOR
350,13307,tm156463,Brent Tarleton,ACTOR
351,13308,tm156463,Stuart Tarleton,ACTOR
352,13311,tm156463,Pork,ACTOR
353,13312,tm156463,Prissy,ACTOR
354,13346,tm156463,Jonas Wilkerson,ACTOR
355,13345,tm156463,'Big Sam',ACTOR
356,13344,tm156463,John Wilkes,ACTOR
357,13343,tm156463,India Wilkes,ACTOR
358,13342,tm156463,Charles Hamilton,ACTOR
359,13341,tm156463,Frank Kennedy,ACTOR
360,13340,tm156463,Aunt 'Pittypat' Hamilton,ACTOR
361,13339,tm156463,Aunt Pittypat's Coachman 'Uncle Peter',ACTOR
362,13316,tm156463,Dr. Meade,ACTOR
363,13317,tm156463,Mrs. Caroline Meade,ACTOR
364,13336,tm156463,Mrs. Merriwether,ACTOR
365,13335,tm156463,Belle Watling,ACTOR
366,13338,tm156463,Yankee Deserter,ACTOR
367,13337,tm156463,Emmy Slattery,ACTOR
368,13318,tm156463,Bonnie Blue Butler,ACTOR
369,13319,tm156463,Amputation Case,ACTOR
370,13321,tm156463,Johnny Gallagher,ACTOR
371,13323,tm156463,Tom the Yankee Captain,ACTOR
372,13324,tm156463,Phil Meade,ACTOR
373,13325,tm156463,Reminiscent Soldier,ACTOR
374,13326,tm156463,Bonnie's Nurse in London,ACTOR
375,13327,tm156463,Renegade,ACTOR
376,13314,tm156463,Cathleen Calvert,ACTOR
377,13328,tm156463,Hungry Soldier Holding Beau Wilkes,ACTOR
378,13329,tm156463,Beau Wilkes,ACTOR
379,13330,tm156463,A Carpetbagger Businessman,ACTOR
380,13331,tm156463,Corporal,ACTOR
381,13332,tm156463,Yankee Major,ACTOR
382,13333,tm156463,Mounted Officer,ACTOR
383,13334,tm156463,Maybelle Merriwether,ACTOR
384,13347,tm156463,Wounded Soldier (uncredited),ACTOR
385,13349,tm156463,Rafe Calvert (uncredited),ACTOR
386,13351,tm156463,Dying Soldier (uncredited),ACTOR
387,13350,tm156463,Convalescent Soldier (uncredited),ACTOR
388,13348,tm156463,Minor Role (uncredited),ACTOR
389,13352,tm156463,Yankee Soldier in Shantytown / Townsperson (uncredited),ACTOR
390,13353,tm156463,Gentleman at Twelve Oaks Barbecue (uncredited),ACTOR
391,13354,tm156463,Housemaid at Evening Prayers (uncredited),ACTOR
392,13355,tm156463,Minor Role (uncredited),ACTOR
393,13356,tm156463,Gentleman (uncredited),ACTOR
394,13357,tm156463,Housemaid at Evening Prayers (uncredited),ACTOR
395,13358,tm156463,Beau Wilkes (uncredited),ACTOR
396,13361,tm156463,Atlanta Citizen (uncredited),ACTOR
397,13360,tm156463,Bandleader's Wife (uncredited),ACTOR
398,13359,tm156463,Belle's Girl (uncredited),ACTOR
399,13362,tm156463,Sergeant at Hospital (uncredited),ACTOR
400,13363,tm156463,Poker-Playing Captain (uncredited),ACTOR
401,13365,tm156463,Minor Role (uncredited),ACTOR
402,13364,tm156463,Collapsing Soldier (uncredited),ACTOR
403,13366,tm156463,Boy with Tears When Death Rolls Are Read (uncredited),ACTOR
404,13367,tm156463,Minor Role (uncredited),ACTOR
405,13368,tm156463,Housemaid at Twelve Oaks (uncredited),ACTOR
406,13369,tm156463,Bandleader (uncredited),ACTOR
407,13370,tm156463,Yankee Soldier in Shantytown (uncredited),ACTOR
408,13371,tm156463,Melanie's Baby (uncredited),ACTOR
409,13373,tm156463,Jewel Collector at Bazaar (uncredited),ACTOR
410,13372,tm156463,Belle's Girl (uncredited),ACTOR
411,13375,tm156463,Minor Role (uncredited),ACTOR
412,13374,tm156463,2 Year Old Bonnie Blue Butler (uncredited),ACTOR
413,13376,tm156463,Hospital Nurse (uncredited),ACTOR
414,13377,tm156463,Housemaid at Evening Prayers (uncredited),ACTOR
415,13378,tm156463,General's Wife (uncredited),ACTOR
416,13379,tm156463,Minor Role (uncredited),ACTOR
417,13380,tm156463,Soldier (uncredited),ACTOR
418,13381,tm156463,Soldier Aiding Dr. Meade (uncredited),ACTOR
419,13382,tm156463,Newborn Bonnie Blue Butler (uncredited),ACTOR
420,13383,tm156463,Wounded Soldier in Pain (uncredited),ACTOR
421,13384,tm156463,Yankee Soldier in Shantytown (uncredited),ACTOR
422,13385,tm156463,Cancan Girl (uncredited),ACTOR
423,13386,tm156463,Housemaid at Twelve Oaks (uncredited),ACTOR
424,13387,tm156463,Hospital Nurse (uncredited),ACTOR
425,13433,tm156463,Ashes Covered Boy in Atlanta (uncredited),ACTOR
426,13388,tm156463,Melanie's Son (uncredited),ACTOR
427,13389,tm156463,Southern Dandy (uncredited),ACTOR
428,13390,tm156463,Dancer at Atlanta Bazaar (uncredited),ACTOR
429,13391,tm156463,Yankee on Street (uncredited),ACTOR
430,13392,tm156463,Boy in Band (uncredited),ACTOR
431,13393,tm156463,Party Guest (uncredited),ACTOR
432,13394,tm156463,Yankee Soldier in Shantytown (uncredited),ACTOR
433,13395,tm156463,Party Guest (uncredited),ACTOR
434,13396,tm156463,Woman Writing Letter at Atlanta Church Hospital (uncredited),ACTOR
435,13398,tm156463,Old Levi (uncredited),ACTOR
436,13397,tm156463,Poker-Playing Captain (uncredited),ACTOR
437,13399,tm156463,Man with Stove Pipe Hat in Charge of Convict Workers (uncredited),ACTOR
438,13400,tm156463,Rene Picard (uncredited),ACTOR
439,13401,tm156463,Carpetbagger Orator (uncredited),ACTOR
440,13402,tm156463,Drummerboy (uncredited),ACTOR
441,13403,tm156463,Yankee Soldier in Shantytown (uncredited),ACTOR
442,13404,tm156463,Cade Calvert (uncredited),ACTOR
443,13405,tm156463,Housemaid at Evening Prayers (uncredited),ACTOR
444,13406,tm156463,Bartender (uncredited),ACTOR
445,13407,tm156463,Extra (uncredited),ACTOR
446,13408,tm156463,Cancan Girl (uncredited),ACTOR
447,13409,tm156463,Guest at Twelve Oaks (uncredited),ACTOR
448,13410,tm156463,Cancan Girl (uncredited),ACTOR
449,13411,tm156463,Minor Role (uncredited),ACTOR
450,13412,tm156463,Housemaid at Twelve Oaks (uncredited),ACTOR
451,13413,tm156463,Guest at Birthday Party (uncredited),ACTOR
452,13414,tm156463,Tony Fontaine (uncredited),ACTOR
453,13415,tm156463,Fanny Elsing (uncredited),ACTOR
454,13416,tm156463,Minister (uncredited),ACTOR
455,13417,tm156463,Returning Veteran (uncredited),ACTOR
456,13418,tm156463,Tom's Aide (uncredited),ACTOR
457,13419,tm156463,Youngest Boy in Band (uncredited),ACTOR
458,13420,tm156463,Minor Role (uncredited),ACTOR
459,13421,tm156463,Gentleman / Bearded Confederate on Steps of Tara (uncredited),ACTOR
460,13422,tm156463,Bonnie at Six Months (uncredited),ACTOR
461,13423,tm156463,Commanding Officer During Evacuation (uncredited),ACTOR
462,13424,tm156463,Gentleman at Twelve Oaks Barbecue (uncredited),ACTOR
463,13425,tm156463,Frank Kennedy's Clerk (uncredited),ACTOR
464,13426,tm156463,Renegade's Companion (uncredited),ACTOR
465,81173,tm156463,Girl in Blue Dress (uncredited),ACTOR
466,81174,tm156463,Newborn Baby Boy (uncredited),ACTOR
467,13427,tm156463,Minor Role (uncredited),ACTOR
468,13428,tm156463,Housemaid at Twelve Oaks (uncredited),ACTOR
469,13429,tm156463,Carpetbagger's Friend (uncredited),ACTOR
470,13430,tm156463,Wounded Card Player (uncredited),ACTOR
471,13431,tm156463,Elijah (uncredited),ACTOR
472,13432,tm156463,Prison Gang Overseer (uncredited),ACTOR
473,7781,tm156463,Leslie Howard Double,ACTOR
474,13440,tm156463,unknown,DIRECTOR
475,13439,tm156463,unknown,DIRECTOR
476,13435,tm156463,unknown,DIRECTOR
477,14701,tm82363,Philip Marlowe,ACTOR
478,1366,tm82363,Vivian Sternwood Rutledge,ACTOR
479,23830,tm82363,Eddie Mars,ACTOR
480,23831,tm82363,Carmen Sternwood,ACTOR
481,10445,tm82363,Acme Bookstore Proprietress,ACTOR
